distanceX,distanceY,closeTopWall,closeBottomWall,closeLeftWall,closeRightWall,bodyUp,bodyDown,bodyLeft,bodyRight,action
1,9,0,0,0,0,0,0,0,0,1
14,-3,0,0,0,0,0,0,0,0,0
-18,-7,0,0,0,0,0,0,0,0,0
-7,-6,0,1,0,0,0,0,0,0,0
-11,-15,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,3
14,4,0,0,0,0,0,0,0,0,1
-9,5,0,0,0,0,0,0,0,1,1
-2,-12,0,0,0,0,0,0,0,0,0
-17,-9,0,0,0,0,0,0,0,0,0
0,-10,0,0,0,0,0,0,0,0,0
-18,8,0,0,0,0,0,1,0,0,2
2,-8,0,0,0,0,0,0,0,0,0
-3,4,0,0,0,0,0,0,0,0,1
-18,-3,0,0,0,0,0,0,0,1,0
-2,-10,0,0,0,0,0,0,0,0,0
-4,-13,0,1,0,0,1,0,0,0,2
8,6,1,0,0,0,0,0,0,0,1
-16,14,0,0,0,0,0,0,0,0,1
-2,3,0,0,0,1,1,0,0,0,1
21,14,0,0,0,0,0,0,1,0,1
-1,11,0,0,0,0,0,0,0,0,1
-5,15,0,0,0,0,0,0,0,0,1
-14,1,0,0,0,0,1,0,0,0,1
16,-14,0,0,0,0,0,0,0,0,0
-20,6,0,0,0,0,1,0,0,0,1
7,-2,0,0,1,0,1,0,0,0,3
-14,-12,0,1,0,1,0,0,0,0,0
3,9,0,0,0,0,0,0,0,0,1
7,3,0,0,0,0,0,1,0,0,3
0,5,0,0,0,0,0,0,0,0,1
6,-5,0,0,0,0,0,0,0,1,0
-12,-9,0,0,0,0,0,0,1,0,0
-6,0,1,0,0,0,0,0,0,0,2
-10,3,0,0,0,0,0,0,1,1,1
-10,-11,0,1,0,0,0,0,1,0,0
24,-5,0,0,1,0,0,0,1,0,0
21,8,0,0,0,0,0,0,0,0,1
-14,-11,0,0,0,1,0,0,0,0,0
2,9,0,0,0,0,0,0,0,0,1
19,1,0,1,0,0,0,0,0,0,3
-8,2,0,0,0,0,0,0,0,0,1
9,-6,0,0,0,0,0,0,0,0,0
-4,-1,0,0,0,0,0,0,0,1,0
12,-5,0,0,0,0,0,1,0,0,0
0,-1,0,0,0,0,0,0,0,0,0
24,-10,0,1,0,0,0,0,0,0,0
7,14,0,0,0,0,0,0,0,0,1
8,2,0,0,0,0,0,0,1,0,1
13,-9,0,0,0,0,0,0,1,0,0
-6,6,0,0,0,0,0,0,0,0,1
5,-2,0,0,0,0,0,0,0,0,0
-3,0,0,0,0,0,0,1,0,0,2
7,13,0,0,0,0,0,0,0,0,1
26,-12,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,3
3,8,0,0,0,0,0,0,0,0,1
1,5,0,0,0,0,0,0,0,0,1
-15,-13,0,0,0,0,0,0,0,0,0
-5,-9,0,0,0,1,0,0,0,0,0
3,12,0,0,0,0,0,0,1,1,1
-3,3,0,0,0,0,0,0,0,0,1
0,-1,0,0,0,0,0,0,0,0,0
-4,-4,0,0,0,0,0,0,0,0,0
-23,-3,0,1,0,0,0,0,1,1,0
8,1,0,0,0,0,0,0,0,0,1
-2,7,0,0,0,0,0,0,0,0,1
-23,-5,0,0,0,0,0,0,0,0,0
-19,13,0,0,0,0,0,0,0,0,1
-22,7,0,0,0,0,0,0,0,0,1
-6,-7,0,0,0,0,1,0,0,0,2
2,-1,1,0,0,0,0,1,0,0,3
11,2,0,0,0,0,0,0,0,0,1
3,-9,0,0,0,0,0,0,0,0,0
25,-1,0,0,1,0,0,0,0,0,0
-17,7,0,0,0,0,0,0,0,0,1
3,-4,0,0,0,0,0,0,0,0,0
-8,-1,0,0,0,0,0,0,0,0,0
11,-2,0,0,0,0,0,0,0,0,0
-9,10,0,0,0,0,0,1,0,0,2
-4,-3,0,0,0,0,0,0,0,0,0
-24,6,0,0,0,1,0,0,0,0,1
3,-12,0,1,0,0,0,0,0,0,0
-1,-8,0,0,0,0,0,0,0,0,0
14,-3,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,1
22,-9,0,0,0,0,0,0,0,0,0
-15,-8,0,0,0,0,1,0,0,0,2
1,9,0,0,0,0,0,0,0,1,1
-8,2,0,0,0,0,0,0,0,0,1
-15,3,0,0,0,0,0,0,0,1,1
-18,-3,0,0,0,0,1,0,0,0,2
0,-8,0,0,0,0,0,0,0,0,0
6,-13,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,1
-15,3,0,0,0,0,0,0,0,1,1
-9,-5,0,0,0,1,0,0,0,0,0
3,-9,0,1,0,0,0,0,0,0,0
9,-1,0,0,0,0,0,0,0,0,0
-12,-2,0,0,0,0,0,0,0,1,0
-2,-9,0,0,0,0,0,0,0,1,0
-5,9,0,0,0,0,1,0,0,0,1
6,9,0,0,0,0,0,0,0,0,1
1,12,1,0,0,0,0,0,0,0,1
23,2,0,0,0,0,0,0,0,0,1
2,14,1,0,0,0,0,0,0,0,1
-4,-12,0,0,0,0,0,0,0,0,0
7,6,0,0,0,0,0,0,0,0,1
-18,-8,0,0,0,0,0,0,0,0,0
-16,-2,0,0,0,0,0,0,0,0,0
10,-4,0,0,0,0,0,0,0,0,0
-10,9,0,0,0,0,0,0,0,0,1
-17,-1,0,0,0,0,0,0,0,0,0
-10,7,0,0,0,0,0,0,0,0,1
-17,-9,0,0,0,0,0,0,0,0,0
-5,-12,0,0,0,0,0,1,0,0,0
-9,2,1,0,0,0,0,0,0,0,1
-3,-7,0,0,0,0,1,0,0,0,2
14,-1,0,0,0,0,0,0,0,0,0
7,-6,0,0,0,0,0,0,0,0,0
-20,11,0,0,0,0,0,0,0,0,1
7,-2,0,0,0,0,0,0,0,0,0
-10,-7,0,1,0,0,0,0,0,0,0
3,5,0,0,0,0,0,0,0,0,1
-9,-2,0,0,0,0,0,0,0,0,0
12,7,0,0,0,0,0,0,0,0,1
-8,-3,0,0,0,0,0,0,0,0,0
4,18,1,0,0,0,0,0,1,1,1
-14,2,0,0,0,0,0,0,0,0,1
4,-6,0,0,0,0,0,0,0,0,0
-3,2,0,0,0,0,0,0,0,1,1
-16,0,0,0,0,0,0,0,0,0,2
-23,-4,0,0,0,0,0,0,0,0,0
7,14,0,0,0,0,0,0,0,0,1
18,9,0,0,1,0,0,0,0,0,1
12,6,0,0,0,0,0,1,0,0,3
13,-2,0,0,0,0,0,1,0,0,0
-6,-1,0,0,0,0,1,0,0,0,2
-1,-8,0,0,0,1,0,0,1,0,0
-4,-7,0,0,0,0,1,0,0,0,2
15,2,0,0,0,0,0,0,0,0,1
-1,-12,0,0,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,0,0,2
27,-4,0,0,1,0,0,0,0,0,0
-8,5,0,0,0,0,0,0,0,0,1
2,-10,0,0,0,0,0,0,0,0,0
-16,5,0,0,0,0,0,0,0,0,1
-9,-11,0,0,0,1,1,0,1,0,1
-3,-10,0,0,0,0,0,0,0,1,0
-2,-2,0,0,0,0,1,0,0,0,2
-12,2,0,0,0,0,0,0,0,0,1
-9,5,0,0,0,0,0,0,0,0,1
10,-11,0,1,0,0,0,0,0,0,0
-2,-15,0,0,0,0,0,0,0,0,0
-5,-1,0,0,0,0,0,1,0,0,0
9,1,0,0,0,0,1,0,0,0,1
-1,12,1,0,0,0,0,0,0,0,1
12,-3,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,3
6,4,0,0,0,0,1,0,0,0,1
-20,2,0,0,0,0,0,0,0,0,1
17,3,0,0,1,0,0,0,0,0,1
-20,-3,0,0,0,0,0,0,0,0,0
-18,3,0,0,0,0,0,0,0,0,1
3,-16,0,0,0,0,0,0,0,0,0
-8,-5,0,0,0,0,0,0,0,0,0
-2,8,1,0,0,0,0,0,0,0,1
4,6,0,0,0,0,0,0,0,0,1
-7,5,0,0,0,0,1,0,0,0,1
-10,-2,0,0,0,0,0,0,0,0,0
-1,-9,0,0,0,0,0,0,0,0,0
7,7,0,0,0,0,0,0,0,0,1
16,-5,0,0,0,0,0,1,0,0,0
-17,-8,0,0,0,0,1,0,0,0,2
-5,-9,0,0,0,0,0,0,0,0,0
14,-12,0,0,0,0,0,0,1,0,0
-18,6,0,0,0,0,0,0,0,0,1
7,-4,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,1
-14,2,0,0,0,0,0,0,1,0,1
14,-3,0,1,0,0,0,0,1,0,0
-12,-12,0,0,0,0,1,0,0,0,2
3,1,0,0,0,0,0,0,0,0,1
-7,-8,0,0,0,0,0,0,0,0,0
-5,-4,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,1
0,-12,0,1,0,0,0,0,0,0,0
-4,1,0,0,0,0,0,0,1,0,1
-4,5,1,0,0,0,0,0,0,0,1
-4,2,0,0,0,0,1,0,0,0,1
-26,1,0,0,0,1,0,0,0,1,1
-16,1,0,0,0,0,0,0,0,0,1
-14,5,0,0,0,0,0,0,0,0,1
14,10,0,0,0,0,0,0,0,0,1
4,-2,0,0,0,0,0,0,0,0,0
12,6,0,0,0,0,0,0,0,0,1
-3,-7,0,0,0,0,0,0,1,0,0
5,-18,0,1,0,0,0,0,0,0,0
-7,3,0,0,0,0,0,0,0,0,1
10,5,0,0,0,0,0,0,0,1,1
12,-6,0,0,0,0,0,1,0,0,0
22,1,0,0,0,0,0,0,0,0,1
-14,-11,0,0,0,0,0,0,0,0,0
17,-4,0,0,0,0,0,0,0,0,0
8,-1,0,0,0,0,0,0,0,0,0
14,16,0,0,1,0,0,0,0,0,1
3,9,0,0,0,0,0,0,0,1,1
0,-12,0,1,0,0,0,0,1,0,0
-5,0,0,0,0,0,1,0,0,0,2
-3,-11,0,0,0,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0,0,1
-10,-13,0,0,0,0,0,0,0,0,0
15,3,0,0,1,0,1,0,0,0,1
-7,16,0,0,0,1,0,0,0,0,1
-5,12,0,0,0,0,0,0,1,0,1
14,-16,0,0,0,0,0,0,0,0,0
-3,1,0,0,0,0,0,0,0,0,1
-27,14,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,1
-1,1,0,0,0,0,0,0,1,0,1
4,-6,0,0,0,0,1,0,0,0,3
13,10,0,0,0,0,0,0,1,0,1
-18,-11,0,0,0,0,0,0,0,0,0
4,-4,0,0,0,0,0,1,1,0,0
-5,0,0,0,0,0,1,0,0,0,2
9,-15,0,0,0,0,0,0,0,1,0
-6,-2,0,0,0,0,0,0,0,0,0
-11,-5,0,0,0,0,0,0,0,0,0
15,-1,0,0,0,0,0,0,0,0,0
-7,-5,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,3
7,5,0,0,0,0,0,0,0,0,1
0,-10,0,0,0,0,0,0,0,0,0
-19,11,0,0,0,0,0,0,0,0,1
2,-15,0,1,0,0,0,0,0,0,0
-1,1,0,1,1,0,1,0,0,0,3
-1,0,0,1,0,1,0,0,1,0,0
12,-4,0,0,0,0,1,0,0,0,3
-12,-10,0,0,0,0,0,0,0,0,0
4,-9,0,0,0,0,0,0,0,0,0
-6,0,1,0,0,0,0,0,0,1,2
17,2,0,0,0,0,1,0,0,0,1
-3,-5,0,0,0,0,0,0,0,0,0
11,-13,0,0,0,0,0,1,0,0,0
9,-6,0,0,0,0,0,1,0,0,0
-14,-8,0,0,0,0,0,1,0,0,0
3,14,0,0,0,0,0,0,0,0,1
22,-7,0,0,0,0,0,0,0,0,0
1,-10,0,0,0,1,0,1,0,0,0
21,7,1,0,0,0,0,1,0,1,2
-23,-9,0,0,0,0,1,0,0,0,2
26,9,0,0,0,0,0,0,0,0,1
-7,7,0,0,0,0,0,0,0,0,1
12,11,0,0,0,0,0,1,0,0,3
1,-2,0,1,0,0,0,0,1,0,0
1,-2,0,0,0,0,0,1,0,0,0
15,9,0,0,0,0,0,0,0,0,1
4,-4,0,0,0,0,0,0,0,0,0
-4,0,0,0,0,0,0,0,0,0,2
9,-16,0,0,0,0,0,1,0,0,0
-2,6,0,0,0,0,0,0,0,0,1
-5,-11,0,0,0,0,0,1,0,0,0
18,4,0,0,1,0,0,0,0,0,1
2,4,0,0,0,0,0,1,1,0,3
13,-5,0,0,0,0,1,0,0,0,3
4,-6,0,0,0,0,0,0,1,0,0
9,5,0,0,0,0,0,0,1,0,1
-1,-5,0,0,0,0,0,0,0,0,0
18,13,0,0,1,0,0,0,0,0,1
8,-1,0,0,0,0,0,0,0,0,0
11,-13,0,0,0,0,0,0,0,0,0
-24,5,0,0,0,0,0,0,0,1,1
10,-7,0,0,0,0,0,0,0,0,0
12,0,0,1,0,0,0,0,0,0,3
11,1,0,0,0,0,1,0,1,0,1
1,8,0,0,0,0,0,0,0,0,1
-25,0,1,0,0,1,0,0,0,0,2
-17,6,0,0,0,0,0,0,0,0,1
20,-6,0,0,1,0,0,0,0,0,0
-8,-6,0,0,0,0,0,0,0,0,0
17,-4,0,0,0,0,0,0,0,1,0
11,9,0,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,1
-3,3,0,0,0,0,0,0,0,0,1
10,-4,0,0,0,0,0,0,0,0,0
23,1,0,0,0,0,1,0,1,0,1
8,-5,0,0,0,0,0,1,0,0,0
3,-7,0,1,0,0,0,1,0,0,0
15,5,0,0,0,0,0,1,1,0,3
-11,7,0,0,0,1,0,0,0,0,1
-2,-5,0,0,0,0,0,0,0,0,0
11,-2,0,0,0,0,0,0,0,0,0
-5,-4,0,0,0,0,0,0,1,0,0
-6,8,0,0,0,0,0,0,1,0,1
15,-6,0,0,0,0,0,0,1,0,0
9,8,0,0,0,0,0,0,0,0,1
17,10,0,0,0,0,0,0,0,0,1
18,-4,0,0,0,0,0,0,0,0,0
13,-5,0,0,0,0,0,0,0,0,0
10,-10,0,0,0,0,0,0,0,0,0
28,2,0,0,1,0,0,0,0,0,1
-12,-14,0,0,0,1,0,0,0,0,0
10,-5,0,1,0,0,0,0,0,0,0
3,-3,0,0,1,0,1,0,0,0,3
-6,-5,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,0,1
-6,5,0,0,0,0,0,0,1,0,1
10,7,0,0,0,0,0,0,0,0,1
3,6,0,0,0,0,0,0,0,0,1
-19,5,0,0,0,0,0,0,0,0,1
5,2,0,0,0,0,0,0,0,0,1
-15,5,1,0,0,0,0,0,0,0,1
-15,14,0,0,0,0,0,0,0,1,1
-9,0,0,0,0,0,0,0,0,0,2
-19,-15,0,1,0,0,1,0,0,0,2
26,-5,0,0,0,0,0,0,0,0,0
13,-11,0,0,0,0,0,0,0,0,0
-1,-1,0,0,1,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,3
10,12,0,0,0,0,0,0,0,0,1
-3,10,0,0,0,0,0,0,0,0,1
0,-1,0,0,0,0,0,0,0,0,0
-9,-2,0,0,0,0,0,0,0,1,0
-17,-11,0,0,0,0,0,0,0,0,0
5,8,0,0,0,0,0,0,0,0,1
-7,0,0,1,0,0,0,0,0,0,2
17,8,0,0,0,0,0,0,0,0,1
22,12,0,0,0,0,0,0,0,0,1
12,-7,0,1,0,0,0,0,0,0,0
12,-9,0,0,0,0,0,0,0,0,0
-2,-6,0,0,0,0,0,0,0,0,0
13,-4,0,0,0,0,0,0,0,0,0
-19,5,0,0,0,0,0,0,0,0,1
9,3,1,0,0,0,0,1,0,0,3
-11,-7,0,0,0,0,0,1,0,0,0
4,-1,0,0,0,0,0,0,0,0,0
-15,0,0,0,0,0,0,0,0,0,2
0,-2,0,0,0,0,0,0,0,1,0
2,5,0,0,0,0,0,0,0,0,1
-3,5,0,0,0,0,0,1,1,0,0
1,-9,0,0,0,0,1,0,0,0,3
-6,-7,0,0,0,0,0,0,0,0,0
-1,1,0,0,0,0,0,1,0,0,2
-23,7,1,0,0,0,0,0,0,0,1
8,-4,0,0,0,0,0,0,0,0,0
4,6,0,0,0,0,0,0,0,0,1
18,6,0,0,0,0,0,0,0,0,1
21,11,0,0,0,0,1,0,0,0,1
2,1,0,0,0,0,1,0,0,0,1
19,0,0,0,0,0,0,0,1,0,3
-7,-10,0,0,0,0,0,0,0,0,0
26,-2,0,0,0,0,0,0,0,0,0
25,4,0,0,0,0,0,0,0,0,1
-1,-10,0,0,1,0,0,0,1,0,0
14,2,0,0,0,0,0,0,0,0,1
-8,14,0,0,0,0,0,0,0,1,1
-3,6,0,0,0,0,0,0,0,0,1
-24,6,0,0,0,0,1,0,0,0,1
8,-12,0,0,0,0,0,0,0,0,0
-8,-3,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,1,0,0
9,8,0,0,0,0,0,0,0,0,1
6,2,0,0,0,0,0,0,0,0,1
-5,-1,0,0,0,0,0,0,0,0,0
6,-4,0,0,0,0,0,0,0,0,0
-1,-10,0,0,0,0,1,0,0,1,2
16,0,0,0,0,0,0,0,0,0,3
-12,6,0,0,0,0,0,0,0,0,1
10,-4,0,0,0,0,0,0,0,0,0
0,-8,0,0,0,0,1,0,0,0,1
6,5,0,0,0,0,0,0,0,0,1
18,4,0,0,0,0,0,0,0,0,1
-11,-6,0,0,0,0,0,0,0,0,0
-15,-16,0,0,0,0,0,0,1,0,0
19,0,0,0,0,0,0,0,0,0,3
8,-12,0,0,0,0,0,0,0,0,0
13,-4,0,0,0,0,0,1,0,1,0
19,2,0,0,0,0,0,0,1,0,1
8,13,0,0,0,0,0,0,1,0,1
-5,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0
5,-3,0,0,0,0,0,0,1,0,0
4,8,0,0,0,0,0,1,1,0,3
-26,7,0,0,0,0,0,0,0,1,1
-4,-6,0,1,0,0,0,0,0,0,0
-21,-17,0,0,0,0,0,0,0,0,0
-6,-3,0,0,0,0,0,0,0,0,0
-5,3,0,0,0,0,0,0,0,0,1
2,-18,0,1,0,0,0,0,0,0,0
-11,7,0,0,0,0,0,0,0,0,1
-1,-9,0,1,0,0,0,0,0,0,0
-4,-1,0,0,0,0,0,0,0,1,0
8,-1,1,0,0,0,0,0,0,0,3
13,10,0,0,0,0,0,0,0,0,1
-8,-1,0,0,0,0,1,0,0,1,2
-13,-14,0,0,0,0,0,0,0,1,0
4,10,0,0,0,0,0,0,0,0,1
7,-9,0,0,0,0,1,0,0,0,3
-3,6,0,0,0,0,0,0,0,0,1
8,-5,0,0,0,0,0,0,0,0,0
5,-17,0,1,0,0,1,0,1,0,3
17,-7,0,1,0,0,0,0,0,0,0
2,7,0,0,0,0,0,0,0,1,1
-8,-2,0,0,0,0,0,0,0,0,0
-17,0,0,0,0,0,1,0,0,0,2
21,3,0,0,0,0,0,0,0,0,1
-3,-4,0,0,0,0,0,0,0,0,0
-23,11,0,0,0,1,0,0,0,0,1
-6,16,1,0,0,0,0,0,0,0,1
-1,-12,0,0,0,0,0,0,0,0,0
-9,9,0,0,0,0,1,0,0,0,1
-2,-4,0,0,0,0,0,0,1,0,0
15,-1,0,0,0,0,0,0,0,0,0
-5,14,0,0,0,0,0,0,0,0,1
-18,1,0,0,0,0,0,0,0,0,1
8,-4,0,0,0,0,0,0,0,0,0
-7,7,0,0,0,0,0,0,0,0,1
-14,3,0,0,0,0,0,0,0,0,1
-22,13,1,0,0,0,0,0,0,0,1
-14,2,0,0,0,0,0,0,0,0,1
-11,5,0,0,0,0,1,0,0,0,1
-7,-6,0,0,0,0,0,0,0,1,0
1,2,0,0,0,0,0,0,0,0,1
25,15,0,0,0,0,0,0,0,0,1
2,-6,0,0,0,0,0,0,1,0,0
-15,-4,0,0,0,0,0,0,0,0,0
-7,9,0,0,0,0,0,0,0,0,1
-21,2,0,0,0,0,0,0,0,0,1
-6,1,0,0,0,0,1,0,1,1,1
13,-5,0,0,0,0,0,0,0,0,0
-2,7,0,0,0,0,0,0,0,0,1
14,2,0,0,1,0,0,0,0,0,1
-21,12,1,0,0,0,0,0,0,0,1
7,-4,0,0,0,0,0,0,0,0,0
-1,11,0,0,0,0,0,0,1,0,1
2,-7,0,0,0,0,0,0,0,0,0
13,3,0,0,0,0,0,0,0,0,1
-2,4,0,0,0,0,0,0,0,0,1
22,-13,0,0,0,0,1,0,0,0,3
-2,7,0,0,0,0,0,0,0,0,1
2,-11,0,1,0,0,0,1,0,0,0
7,-1,0,0,0,0,0,0,0,0,0
-2,-3,0,0,0,0,1,0,0,0,2
1,9,0,0,0,0,1,0,0,0,1
-5,-10,0,0,0,0,0,0,0,0,0
2,-3,0,0,0,0,1,0,1,0,3
3,-3,0,0,0,0,1,1,0,0,3
1,11,0,0,0,0,1,0,0,0,1
-2,-4,0,0,0,0,0,0,0,0,0
-6,2,0,0,0,0,0,0,0,0,1
7,10,0,0,0,0,0,1,0,1,0
-1,3,0,0,0,0,0,0,1,1,1
-4,7,0,0,0,0,0,0,0,1,1
2,2,0,0,0,0,0,0,0,0,1
20,1,1,0,0,0,0,0,0,0,1
-6,1,0,0,0,0,1,0,0,0,1
2,1,0,0,0,0,0,1,0,0,3
10,1,0,0,0,0,0,0,0,1,1
6,3,0,0,0,0,0,1,0,0,3
-2,-3,0,0,0,0,1,0,0,0,2
-14,4,1,0,0,0,0,0,0,0,1
8,14,1,0,0,0,0,0,0,0,1
1,-14,0,0,0,0,0,0,0,0,0
13,12,0,0,0,0,0,0,0,0,1
-12,-1,0,0,0,0,0,0,0,0,0
-16,2,0,0,0,0,0,0,0,0,1
-18,2,0,0,0,0,1,0,0,0,1
-14,-7,0,0,0,0,1,0,0,1,2
8,16,0,0,0,0,0,1,0,0,3
3,-2,0,0,0,0,0,0,0,0,0
15,9,0,0,0,0,0,1,1,0,3
-13,-15,0,1,0,0,0,0,1,0,0
15,-1,0,0,0,0,0,0,0,0,0
18,5,0,0,0,0,0,0,0,1,1
-4,4,0,0,0,0,1,1,1,0,3
9,4,0,0,0,0,0,0,0,0,1
1,-9,0,0,0,0,0,0,0,1,0
-26,12,0,0,0,0,1,0,0,0,1
0,2,0,0,0,0,0,0,1,0,1
-19,5,0,0,0,0,1,0,0,0,1
-4,1,0,0,0,0,0,0,1,0,1
21,10,1,0,0,0,0,0,0,0,1
-7,-1,0,0,0,0,0,1,0,0,0
17,-4,0,0,0,0,0,0,0,0,0
0,-13,0,1,0,0,0,1,0,0,0
19,-11,0,0,0,0,0,0,0,0,0
-10,-6,0,0,0,0,0,0,0,0,0
16,8,0,0,0,0,0,0,0,0,1
2,-3,0,0,0,0,1,0,0,1,1
-16,9,0,0,0,0,0,0,0,0,1
-14,6,0,0,0,0,0,0,0,0,1
4,-8,0,1,0,0,0,0,0,0,0
16,11,0,0,0,0,0,0,0,0,1
-13,4,0,0,0,0,0,0,1,0,1
-7,-8,0,0,0,0,0,0,1,1,0
10,-5,0,0,0,0,0,0,0,0,0
-6,3,0,0,0,0,0,0,0,0,1
0,6,0,0,0,0,0,0,0,0,1
-11,-7,0,0,0,0,0,0,0,0,0
-24,4,0,0,0,0,0,0,0,0,1
20,1,0,0,0,0,0,0,0,0,1
-23,14,0,0,0,0,0,0,1,0,1
-2,4,0,0,0,0,0,0,0,0,1
16,7,0,0,0,0,0,0,0,0,1
-10,1,0,0,0,0,0,0,0,0,1
-16,4,0,0,0,0,0,0,0,0,1
19,6,0,0,0,0,0,0,0,1,1
-7,12,0,0,0,0,0,0,0,0,1
-5,-14,0,1,0,0,0,0,0,0,0
-20,-2,0,0,0,0,0,0,0,0,0
5,13,0,0,0,0,0,0,0,0,1
-17,-1,0,0,0,0,0,1,0,0,0
-1,-7,0,0,0,0,0,1,0,1,0
15,0,0,0,0,0,0,0,0,0,3
3,-2,0,0,0,0,0,0,0,0,0
4,-4,0,0,0,0,0,0,0,0,0
-25,10,0,0,0,0,0,0,0,0,1
11,-7,0,1,0,0,0,0,1,0,0
24,6,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,3
14,4,0,0,1,0,0,0,0,0,1
3,6,0,0,0,0,1,0,0,1,1
-22,-5,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,1
2,-8,0,0,0,0,0,0,0,0,0
3,-8,0,0,0,0,0,0,0,0,0
1,-4,0,0,0,0,0,0,0,0,0
8,13,1,0,0,0,0,1,0,1,2
-5,2,0,0,0,0,0,0,0,1,1
3,8,0,0,0,0,0,0,0,0,1
-13,-5,0,0,0,0,0,0,0,0,0
-12,2,1,0,0,0,0,0,0,0,1
-8,-2,0,0,0,0,0,0,1,0,0
3,10,0,0,0,0,0,0,1,0,1
-12,10,0,0,0,0,0,0,0,1,1
-24,-7,0,0,0,1,0,0,0,0,0
19,-6,0,0,0,0,0,0,0,0,0
-14,-3,0,1,0,0,0,0,0,0,0
-3,-10,0,0,0,0,0,0,0,0,0
20,-11,0,0,0,0,0,0,0,0,0
7,-1,0,0,0,0,0,0,1,1,0
25,9,0,0,0,0,0,0,1,0,1
0,5,0,0,0,0,0,0,0,0,1
5,14,0,0,0,0,1,0,1,0,1
-10,2,0,0,0,0,0,0,0,0,1
18,-14,0,0,0,0,0,0,0,0,0
-6,-3,0,0,0,0,0,0,0,0,0
-4,-4,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,3
-8,-4,0,0,0,0,0,0,0,0,0
6,-11,0,0,0,0,0,0,0,0,0
-15,-10,0,0,0,0,0,1,0,0,0
-25,2,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,3
-3,4,0,0,0,0,0,0,0,0,1
-16,6,0,0,0,0,0,0,0,0,1
19,-4,0,0,0,0,1,1,0,0,3
-8,2,0,0,0,0,0,0,0,0,1
21,4,0,0,0,0,0,1,0,0,3
-19,-2,0,0,0,0,0,0,0,0,0
-13,11,1,0,0,0,0,0,0,0,1
-17,2,0,0,0,0,0,0,0,0,1
1,-1,0,0,0,0,0,0,0,0,0
21,-7,0,0,0,0,0,0,0,0,0
11,4,0,0,0,0,0,0,0,0,1
3,2,0,0,0,0,0,0,0,0,1
-17,9,0,0,0,0,0,0,0,0,1
17,-15,0,0,0,0,0,0,0,0,0
7,-5,0,1,0,0,0,0,0,0,0
-22,5,0,0,0,0,0,0,0,0,1
-5,2,0,0,0,0,0,0,0,0,1
-6,1,0,0,0,0,0,0,0,0,1
12,-8,0,0,0,0,0,1,0,1,0
-10,-4,0,0,0,0,1,0,0,1,2
11,16,0,0,0,0,1,0,0,0,1
-7,-9,0,0,0,1,0,0,0,0,0
-11,6,0,0,0,0,0,0,0,0,1
-1,-3,0,1,0,0,1,0,0,0,2
11,12,0,0,0,0,0,0,0,0,1
13,7,0,0,0,0,0,0,1,0,1
-5,-2,0,0,0,0,0,0,0,0,0
7,-4,0,0,0,0,0,0,0,0,0
10,1,1,0,0,0,0,0,0,0,1
-11,-4,0,0,0,0,0,0,0,0,0
1,13,0,0,0,0,0,0,0,1,1
17,11,0,0,0,0,0,0,0,0,1
14,1,0,0,0,0,0,0,1,0,1
24,-3,0,0,1,0,0,0,0,0,0
8,0,0,0,0,0,1,0,0,0,3
-7,-5,0,0,0,0,1,0,0,1,2
3,-8,0,0,0,0,0,0,0,0,0
3,-6,0,0,0,0,0,0,0,0,0
-18,10,0,0,0,0,0,1,0,0,2
-5,-14,0,1,0,0,0,0,0,1,0
1,-11,0,0,0,0,0,0,0,0,0
3,-1,0,0,0,0,1,0,0,0,3
5,1,0,0,0,0,0,0,0,0,1
20,-15,0,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,0,1
14,-2,0,0,0,0,0,0,0,0,0
8,7,1,0,0,0,0,0,0,0,1
-1,5,0,0,0,0,0,0,0,0,1
-10,10,0,0,0,0,0,0,1,0,1
-26,0,0,0,0,0,0,0,0,0,2
5,-2,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,1
17,-5,0,0,0,0,0,0,0,0,0
